image_name,psm,oem,confidence,text
WhatsApp Image 2025-12-08 at 18.15.48_7cb87184.jpg,6,1,43.32258064516129,"-~ —— a Bs — G « Ratings and reviews Y | on 67,347 ratings by @ Vertfied Buyers aaah + is _ Pe I rs ‘ ¥ prim. to —. i a an We gh gt be Bete bare & Tet he ‘Show all reviews :> 4 Questions end Answers. "
WhatsApp Image 2025-12-08 at 18.15.48_7cb87184.jpg,11,1,45.705882352941174,ft = On OT S47 eats by © Vested Buyers ma 2% prim. mt: cats h fener Show all reviews | Questions end Answers. Find enewsra to commonty saked questions ——— ._ __ ee
WhatsApp Image 2025-12-08 at 18.15.48_7cb87184.jpg,13,1,10.0,a
WhatsApp Image 2025-12-08 at 18.15.49_40f1faea.jpg,3,1,61.309859154929576,"- + h- hte ad Ove €& AllReviews PEE en) Cee) Commer) ( wae. S —— ._ joleaica} - 5.0 * necneene Raview for: Color Awesome Liec » RAM 8 GB - Storege 256 GB The camera bs Fantastic , Review for: Color Aw"
WhatsApp Image 2025-12-08 at 18.15.49_40f1faea.jpg,6,1,48.42307692307692,~ + ahi ea Mom & AllReviews > cC TT ; vr ane ra = te -_ Sener 5.0 ¥ necmeme The camera bs Fantastic @ Valet Petens -Cnmis ap a Review for: Color Awesome icablye + RAM 8 G8 + Storage 128 GB Good phone 
WhatsApp Image 2025-12-08 at 18.15.49_40f1faea.jpg,11,1,45.220588235294116,"“Ne + +i Ana MO™m & AllReviews WEE Cm) CD) Corte) Cont mn: | le wae. S = a ; ._ joleaica} 5.0 ¥ neces Review for: Color Awasome Lec » RAM 8 GB - Storege 256 GA The corera & Fantastic Tear bhp, Ragen D"
WhatsApp Image 2025-12-08 at 18.15.49_40f1faea.jpg,13,1,65.0,=
WhatsApp Image 2025-12-08 at 18.15.49_c1ddc2ff.jpg,3,1,60.265822784810126,“UNE + HE aaa tMom 4.0 + 0d walt proaxt “Review for: Color Awesome loeblue « RAM 6 GB - Storage 124 GB Simple ok Raview for: Color Awesome LDec + RAM 8 GB - Storage 128 GB’ Nice mobile good quality ca
WhatsApp Image 2025-12-08 at 18.15.49_c1ddc2ff.jpg,6,1,43.854166666666664,"“UNE + HE aoa Mom ye sy aie 4.0 + Geog gay peat “ieviow for: Color Awesome loablue + RAM 8 GB » Storage 128 GB Simple ok (COUD, Matchand Desatehiiffeetd Reto: - @ai) © Vemed Pevtens -7 mento age ee Re"
WhatsApp Image 2025-12-08 at 18.15.49_c1ddc2ff.jpg,11,1,48.07142857142857,"NE: + i Ate Om 4.0 + Geog gay peat Review for, Color Awesome lceblue - RAM 8 GB - Storage 128 GB Simple ok (COUD, Matchand Desatehiiffeetd Reto: pposiex) Gai) @ Vemmed Puntos -7 meatoags ee Review for"
WhatsApp Image 2025-12-08 at 18.15.49_c1ddc2ff.jpg,13,1,68.0,=
WhatsApp Image 2025-12-08 at 18.15.50_15ccb603.jpg,3,1,64.14035087719299,"for. Color Awesome Lec + RAM 8 08 - Siorage 288 G8"" tafled with the Brand New A3S Sabhcpt Gaba, Metta !  csmanestsihancnilaind Review for, Color Aiseoma inshfus - RAM 6 GB - Storage 258 G8 Looks and F"
WhatsApp Image 2025-12-08 at 18.15.50_15ccb603.jpg,6,1,51.48461538461538,"een + 4 Ana MOm i 4 3 4 _ = rt lomo cS e — a Muted Monsen, Gexpete Read © Velind Fintan -7 neatn age N5.0 + Supt for. Color Awesome Lec + RAM 8 08 - Siorage 288 G8"" isfled with the Brand New A3S Satha"
WhatsApp Image 2025-12-08 at 18.15.50_15ccb603.jpg,11,1,54.28260869565217,"Ae bebvetiel fom Muted Monsen, Gexpete Read 1 Helpful torte © Velind Fintan -7 neatn age 5.0 + Supt for Colac Awesome (Dee + RhM 8 08: Sorage 288 08 isfled with the Brand New A3S ‘Sebbeoft Gabe, eSutn"
WhatsApp Image 2025-12-08 at 18.15.50_15ccb603.jpg,13,1,0.0,E-
WhatsApp Image 2025-12-08 at 18.15.50_1c2d86dd.jpg,3,1,68.59558823529412,"+: aha MOm Camera ts Awesome Design Is Best in This Sectian “Review for, Color Awesome loablue « RAM 6 GB - Storage 126 GB Product Is best, Love the Camera quellty Heating problem with kettary,tt coul"
WhatsApp Image 2025-12-08 at 18.15.50_1c2d86dd.jpg,6,1,58.66470588235294,"fe. cada ea 'Mom Camera is Awesome Design Is Best in This Section 5 { ' 3 ciel © Siver = Cree, Vevatnal eviowe Wie) + 00 maaan age BRR 4.0» ron gor ‘Tiedew for: Color Awesome loablue + RAM 8 GB - Stor"
WhatsApp Image 2025-12-08 at 18.15.50_1c2d86dd.jpg,11,1,63.464516129032255,"AHA MOMm ow: Comers ts Awesome Design Is Best in This Section bi ‘Silver Reviewer geese) +1 ean age 4.0 + Pretty got Review for, Color Awesome loablue - RAM 8 GB - Storage 128 GB Product Is best, Love"
WhatsApp Image 2025-12-08 at 18.15.50_1c2d86dd.jpg,13,1,0.0,~
WhatsApp Image 2025-12-08 at 18.15.51_6aa9493a.jpg,3,1,95.0,
WhatsApp Image 2025-12-08 at 18.15.51_6aa9493a.jpg,6,1,19.1875,"pei"" 5 OO bs tae c SOUT TEAR deltas fat Sr cena ree cree rr Pi - ee 4 oe eo rd re eT ee iaigerenrog Soe dicom. pcan mw . 4"
WhatsApp Image 2025-12-08 at 18.15.51_6aa9493a.jpg,11,1,26.863013698630137,"a p—4 s+ «iy ee vee fe be ma bs) th Pega 5 Saas) Ba Patier master: maney: os pass mies aE: BacZBe) PROTESTS AMO DN oS hs ot Bae AE My! ead Ste Es, ra? ae! , _ ak y 17 at ioe 4 a Ba + Rosh irs of ENG p"
WhatsApp Image 2025-12-08 at 18.15.51_6aa9493a.jpg,13,1,84.0,=
WhatsApp Image 2025-12-08 at 18.15.51_6f2dae3f.jpg,3,1,59.57534246575342,~UNE + ahi Ana 'MOm tor. Color Awesome icablue + RAM 6 G8 + Storage 286 GB ellis. 0'- wm reac Review for: Color Awesome iceblive « RAM 8 GB - Storage 128 GB Good product Fiptar.. Trmnged © Vatind Parh
WhatsApp Image 2025-12-08 at 18.15.51_6f2dae3f.jpg,6,1,49.895348837209305,"~UNE + ahi Ana adom ee ' Porch - hg, 20K 4,0 ¢ God gale pret for. Color Awgeome iceblue + RAM 6 GU + Storage 256 G8 Good phone mi Diente foronze Reviewsr © Vettes Pavtae- Cumtoage Wlbes 5. co non Revi"
WhatsApp Image 2025-12-08 at 18.15.51_6f2dae3f.jpg,11,1,51.08988764044944,"Ate Om ~NNE= + 4ii- i Deven... Caniithen Gmenanwen) Gx) Pantene «ing, 206 4.0 ¢ Good gate premet tor. Color Awesome icablue + RAM 6 G8 + Storage 286 GB Sood phone oye ‘Vas Yeahesd , OleatetEEbSronze R"
WhatsApp Image 2025-12-08 at 18.15.51_6f2dae3f.jpg,13,1,70.0,=
WhatsApp Image 2025-12-08 at 18.15.52_05fa59ac.jpg,3,1,0,
WhatsApp Image 2025-12-08 at 18.15.52_05fa59ac.jpg,6,1,28.210526315789473,"As “4 * a t » ""ae a nee. nn - i Paros = an ON creme pa yen cape : re cee i 0 Ree Piped abel Man we Nun OE amt prmrpespeareny 3 $e a ~~"
WhatsApp Image 2025-12-08 at 18.15.52_05fa59ac.jpg,11,1,26.513157894736842,"wae he POWE! MoO 107? i em sind, w. te a - ae Pon pekac: Std sake ut, Eirett “art tn ’ oii ete no Fue ap ge ‘ae ee ~ oe pera cea es ane ® Lees TALES, : 5 = a a me pero em nee cok ro te ""et wen aha fon"
WhatsApp Image 2025-12-08 at 18.15.52_05fa59ac.jpg,13,1,0.0,_
WhatsApp Image 2025-12-08 at 18.15.52_ae7ef6a0 - Copy.jpg,3,1,66.83333333333333,SRS hae)
WhatsApp Image 2025-12-08 at 18.15.52_ae7ef6a0 - Copy.jpg,6,1,23.47222222222222,"Toe ey A . . goak Ney fot wo RSP ES Te % pay 7 Ff ery Fe yt aE ae ; rowie oe Caine UE e rer ACR canton ae OTT, SOMMERS TL “yey! a {| teat a 4 nucTTe Dat ann COAT piace aver € sincieDndol afters’ pena "
WhatsApp Image 2025-12-08 at 18.15.52_ae7ef6a0 - Copy.jpg,11,1,28.320987654320987,"a ma Swim Re rans id oa Fi ar Fe Reheat ES BLUS be airpt erator sm Lait io ed ¥ cr onto: at rhe Sei te Syn Ui Tevioe Meets? rs ve, BU Bolikibes Oe Cae Cay iy el ey a ciory Bis ow er sie lie land Me ba"
WhatsApp Image 2025-12-08 at 18.15.52_ae7ef6a0 - Copy.jpg,13,1,93.0,=
WhatsApp Image 2025-12-08 at 18.15.52_ae7ef6a0.jpg,3,1,66.83333333333333,SRS hae)
WhatsApp Image 2025-12-08 at 18.15.52_ae7ef6a0.jpg,6,1,23.47222222222222,"Toe ey A . . goak Ney fot wo RSP ES Te % pay 7 Ff ery Fe yt aE ae ; rowie oe Caine UE e rer ACR canton ae OTT, SOMMERS TL “yey! a {| teat a 4 nucTTe Dat ann COAT piace aver € sincieDndol afters’ pena "
WhatsApp Image 2025-12-08 at 18.15.52_ae7ef6a0.jpg,11,1,28.320987654320987,"a ma Swim Re rans id oa Fi ar Fe Reheat ES BLUS be airpt erator sm Lait io ed ¥ cr onto: at rhe Sei te Syn Ui Tevioe Meets? rs ve, BU Bolikibes Oe Cae Cay iy el ey a ciory Bis ow er sie lie land Me ba"
WhatsApp Image 2025-12-08 at 18.15.52_ae7ef6a0.jpg,13,1,93.0,=
WhatsApp Image 2025-12-08 at 18.15.53_e0de8fdb.jpg,3,1,48.68181818181818,eens RYE Meh : 86 get al sift tie Ae ra ncndtit Sati tt dat
WhatsApp Image 2025-12-08 at 18.15.53_e0de8fdb.jpg,6,1,24.61904761904762,pon i ae 20s Dyig Tele “ a : cease | Eras 6 Uo iy oa cca oe ach ee ae
WhatsApp Image 2025-12-08 at 18.15.53_e0de8fdb.jpg,11,1,25.05263157894737,"CLS RY. Pad as yey "" Lee * se i meee sift tie Ae ra ncndtit Sati tt dat 13] Ft 8 me Aan Pea tt ave mo. ie fei ‘at aon ages Rens wert paises me SH, inks afore: Eira TL an yaa oy NE Iho |4 1 4 Terns, ie"
WhatsApp Image 2025-12-08 at 18.15.53_e0de8fdb.jpg,13,1,86.0,=
WhatsApp Image 2025-12-08 at 18.15.54_bd22910c.jpg,3,1,95.0,
WhatsApp Image 2025-12-08 at 18.15.54_bd22910c.jpg,6,1,39.333333333333336,: ER a if . | * Ay * a eq he Ne we Tet ae bay ea OBER SOA a el “pax Te Se a Fae
WhatsApp Image 2025-12-08 at 18.15.54_bd22910c.jpg,11,1,29.62962962962963,"fot 8. ave MoO s10~7? i em rad re eo ~p— —.— arenes bo satan, as ee See ata ie Ree oe ai ¥ Sot a, a a A SUE rake 2 ey x cay he ie se? fas ca es it SE ancicantresr Seale sed be rae aera Wa = = EE —————"
WhatsApp Image 2025-12-08 at 18.15.54_bd22910c.jpg,13,1,21.0,<
WhatsApp Image 2025-12-08 at 18.15.54_e0a304b7.jpg,3,1,70.88775510204081,"Rohit'Bhartl, Begusaral (Cron) (6) ! O Verified Purchaee:: Jt, 2023 F 1 hint. Mind-blowing purchase Review for. BEE Year 2024 » Capacity 183 L:+ Color Cameilia Blue * Stat Rating'’4- With Base Drawer "
WhatsApp Image 2025-12-08 at 18.15.54_e0a304b7.jpg,6,1,62.98979591836735,"} se @ as ee ="" - I Rohit'Bharti, Begusaral (Gms) : O Verified Purchaee:: Jt, 2023 hint. Mind-blowing purchase Review for. BEE Year 2024 » Capacity 183 L:+ Color Cameilia Blue * Stat Rating'’4- With B"
WhatsApp Image 2025-12-08 at 18.15.54_e0a304b7.jpg,11,1,64.62105263157895,"® 5G"" tal 7% _ 558 Be ~ Rohit!Bhartl, Begusaral (Cmmnen) (62) O Verified Purchaee:: Jt, 2023 . hint. Mind-blowing purchase Review for. BEE Year 2024 » Capacity 183 L:+ Color Cameilia Blue * Stat Ratin"
WhatsApp Image 2025-12-08 at 18.15.54_e0a304b7.jpg,13,1,0.0,-
WhatsApp Image 2025-12-08 at 18.39.52_233a440b.jpg,3,1,0,
WhatsApp Image 2025-12-08 at 18.39.52_233a440b.jpg,6,1,21.529411764705884,; eens SPCR eer Nao et on . : ES ect cornu nO ord on er SO ae RES ey dD itew Se dee F + oe . bts : ~ ify rss ts
WhatsApp Image 2025-12-08 at 18.39.52_233a440b.jpg,11,1,28.93877551020408,"Saat 1 ay se isc ae oy Wend a6 Pike ET =—. - fi "" nin ba 7 ot mate a BEE: 7 aCe ane ay beak be abt a6 be ve va i u Lh oT hy rob het ici rs) ny ~~ mare Seal Parte a he"
WhatsApp Image 2025-12-08 at 18.39.52_233a440b.jpg,13,1,37.0,=
WhatsApp Image 2025-12-08 at 18.39.53_e06b7845.jpg,3,1,56.5,MIRAGE STEAL ‘ TUNE
WhatsApp Image 2025-12-08 at 18.39.53_e06b7845.jpg,6,1,18.682539682539684,"Pe rer 6 piace ad Qa (A | Al 2c ‘ AYRES EN [iigaee ant. orier fox na Oe reo aeons a pga che abe Lesa, baraueey SD pera nd oe Rad 2 APART A] WER Le tetera ET ATI conte eet peary nese yeern Everex biprB"
WhatsApp Image 2025-12-08 at 18.39.53_e06b7845.jpg,11,1,22.36046511627907,"7 ya Es me wot cane i paren’ wien petting a ESS AA # es :) ry rie ethanoes Us7 7 J EE: Gy fit eres Toe Berta assciak RA is fale’, TEL Neat tent ae Facets ea ay —s > on ry * Te: a] its rand a wort ee, "
WhatsApp Image 2025-12-08 at 18.39.53_e06b7845.jpg,13,1,73.0,=
WhatsApp Image 2025-12-08 at 18.39.54_bcec220e.jpg,3,1,85.25,ue
WhatsApp Image 2025-12-08 at 18.39.54_bcec220e.jpg,6,1,17.39344262295082,"a Pr Site a Sea e a, Beoe eneaee Bead rai “AG Ft Sey, jes Tym OO at mee Tiny 6 wy Pet oo BOR Ae wy One fe ae La Be fe 4 . Ry3 Gee Ei CARRS ea pestle Sore Peccee ee eel, Pe ih a as ere mociae isncined "
WhatsApp Image 2025-12-08 at 18.39.54_bcec220e.jpg,11,1,30.336633663366335,"are: a8 by OPS Yous iy Pare AOAES 1 R on Soe ES ford — ""i im 4 i Sey bg) aah me fi yar Pict tas ome SOT Pe: 5d 50 resi itor Bh ait fg anomie tit al Nee. F ew oaths PLA Bony yeaa ES guy Ae Redo, et hee"
WhatsApp Image 2025-12-08 at 18.39.54_bcec220e.jpg,13,1,46.0,=
WhatsApp Image 2025-12-08 at 18.39.54_db4914c9.jpg,3,1,58.166666666666664,. * att aly LOE reece fared Stes Tle
WhatsApp Image 2025-12-08 at 18.39.54_db4914c9.jpg,6,1,26.479166666666668,"BEA RG Bass tyig hs aaa ° 2 ‘i 9) bd ot atthe Bay [Br cha Mr if Pt) De a Ce Y te , . PRGrkat has regen roa raat ick letvecteed bere ooect TERE Ee OG Oa TN ee UR ""3 ne oP ag caged aE,"
WhatsApp Image 2025-12-08 at 18.39.54_db4914c9.jpg,11,1,26.121951219512194,"ye a i he 9 +t sha? SEoL: r a ety iE. ener iy Ba yh serpent tothe te; aah ote hie Se OTS ae OE ainney Hate or Ca iat: a ENA ae Reet ore is Ke sith ay FLOSS) rai ad fh fi at “ Seytiat, di Free ak y Soe"
WhatsApp Image 2025-12-08 at 18.39.54_db4914c9.jpg,13,1,87.0,=
WhatsApp Image 2025-12-08 at 18.39.55_9b86ef76.jpg,3,1,0,
WhatsApp Image 2025-12-08 at 18.39.55_9b86ef76.jpg,6,1,22.7,fitheurdicatca 1. EO niche ete PS EK : ay _ og A cobingemne Ewa the een ot) soe | ms bile Eas og A cobingemne Cegar eT ep ARS OR any em ESE ade ie ep ME END Th Lal tie sek bt) feo pm Bol ‘ he 2 wt
WhatsApp Image 2025-12-08 at 18.39.55_9b86ef76.jpg,11,1,27.0625,"me 4 Es ae & tank se Ging at LAE aa ee pyrite Re ERE Catt CH ae meh ih ee Y die eos Pia] 3, wh “af Noritake OG: ce rere hook hg paler a, ee singel Zany ye wens per oy ng ry sear — Perse hy JERS. sabe "
WhatsApp Image 2025-12-08 at 18.39.55_9b86ef76.jpg,13,1,78.0,=
WhatsApp Image 2025-12-08 at 18.40.02_05803578.jpg,3,1,0,
WhatsApp Image 2025-12-08 at 18.40.02_05803578.jpg,6,1,21.761904761904763,"5 gt ES eK. Air Teva Wi ORL ver eC a Ree) POPS Wri Sve CO NKCO ar Neve, QINORL eveL NOG a] § srinagiots gli cieatige SP 2 image Eats eee ee - Am |S marae. jes [in eel cote i 4 mpl Lf of rs res as a er"
WhatsApp Image 2025-12-08 at 18.40.02_05803578.jpg,11,1,24.154761904761905,". are: = Fe) Yous Fea nicer Oras is I — eroon nanny st nove a LE Pp. oer pAtivanttfat ‘ mains ra tens ssf Beghite ig Ae bal es Bae ede bo fe. tome EN: ives] a a "" As fi Pa Saletan St Fed Beh ha ERE: r"
WhatsApp Image 2025-12-08 at 18.40.02_05803578.jpg,13,1,45.0,=
WhatsApp Image 2025-12-08 at 18.40.03_52fff006.jpg,3,1,58.2,Ae IN
WhatsApp Image 2025-12-08 at 18.40.03_52fff006.jpg,6,1,19.808823529411764,"Sy IRcamraeeeaome (SRI rane RENE amen harass thls crpelsg ORS Ine ee ue eat : SSE NRE! See CI AE an TKN . TIS eES yh ey ma Amc a Sees EAM, jes Tio sm A 4 OT Sea ee gt Tiny 6 wy Pet we BOR Ae wy On aaa"
WhatsApp Image 2025-12-08 at 18.40.03_52fff006.jpg,11,1,28.383838383838384,"are: = rs cesta Oras iy Soe $3 wre Eur aH eTRT adi re pri Ee Lettre op tray ct oe AO Sit ai Bars Th ut ee iit wi Era pub Gone ie bok ew | ea “| |, Sek ’ an] hea Yi te ty z wy vnc: Res Ee! ay tid Ba we"
WhatsApp Image 2025-12-08 at 18.40.03_52fff006.jpg,13,1,23.0,~
WhatsApp Image 2025-12-08 at 18.40.03_9a02753d.jpg,3,1,90.5,>
WhatsApp Image 2025-12-08 at 18.40.03_9a02753d.jpg,6,1,18.681318681318682,Hi cgpan fg ansaid Beam yay OO g ayer shed 90d Rveronimedies pie yay ane Jao Fa iacee kare enacs ay Tenn pe lex} oe) sant ey p . PY AHH A th Ve val Bee Rp AP bonnes Ba Gasca eG cc ae SGM Ran OCA any e
WhatsApp Image 2025-12-08 at 18.40.03_9a02753d.jpg,11,1,28.3125,"are 4, 28 ER fare Stirs Bord nae a A. bye pane ait th a, tes nS MK di eras anu aa ae ve: 2 se TeROMnn pie .~ dh sat “ss are Sr 4 has u ane Ae Tinie de supe “sro Ot mes ae as So a wat Tae ree] ra a: — "
WhatsApp Image 2025-12-08 at 18.40.03_9a02753d.jpg,13,1,9.0,-
WhatsApp Image 2025-12-08 at 18.40.03_aee6fcb7.jpg,3,1,59.5,Ee ieee ay
WhatsApp Image 2025-12-08 at 18.40.03_aee6fcb7.jpg,6,1,18.391752577319586,"ae The exo: Og Pr bane foagtnmsng rim rctadi rug eri at ergetyrunth firey cave ea ied sion aller Ofer (bee Find One aos oh] satin RAR Least ugha Mi iunell Shite Panes Wt esis a mons Taal 0, Bon a % td"
WhatsApp Image 2025-12-08 at 18.40.03_aee6fcb7.jpg,11,1,27.520408163265305,"are 4, RG 8 ee We Saat —_ Fea nicer TRC 1 iy I px Soe Bray cation a gk icon at gory cuth BACT dhe! ALY, fl at spert RE hss rites in elit os “Gee ports, —., - —. ten pery wee BE ER — FesiRactas ea Nee "
WhatsApp Image 2025-12-08 at 18.40.03_aee6fcb7.jpg,13,1,46.0,=
WhatsApp Image 2025-12-08 at 18.40.04_087c7e5d.jpg,3,1,86.71428571428571,au
WhatsApp Image 2025-12-08 at 18.40.04_087c7e5d.jpg,6,1,20.092105263157894,"Sein RPE & ae eke as sn alas AR ae Gall fuer es anghapeaavenl win FOCI a RANICN ECbey eRe na we] Soaticdaerty eee pela FE ok wa cae ee 2 gptectes att Seba pals pide pina’ 50, Jee ord So: aeteel Eva Sh"
WhatsApp Image 2025-12-08 at 18.40.04_087c7e5d.jpg,11,1,27.890243902439025,"Sa, vas Ry oy oe. Fea nice spin I are ibe efit vy o7 Neds hand's ar mega, pay “or 3 pana pe PNICW EV) pare 38) vm sdngitand (ra Rieteprevet gt me bhmger Suen en AH Bad ei ‘eves a ee SN s dat aa by on "
WhatsApp Image 2025-12-08 at 18.40.04_087c7e5d.jpg,13,1,0.0,::
WhatsApp Image 2025-12-08 at 18.40.04_d539e653.jpg,3,1,95.0,
WhatsApp Image 2025-12-08 at 18.40.04_d539e653.jpg,6,1,17.453333333333333,; : 1 fe ig Le Lila von da [cd a - tal Te. eet pe fT ha my sine Rie ee ES Cd ESE ECCS Md EE ME RTE OTE CASTRO TAN CINE IES GS CN AOS Se as ee SUES ARPES orien He cet agtetia eet Pig ge Sune ircres eru
WhatsApp Image 2025-12-08 at 18.40.04_d539e653.jpg,11,1,26.102040816326532,"are: = by rs cesta Oras iy px Soe Tat fi oo ay Os ne ish: ea was © 3 Falvket by, i Heaktal fea: be TE, am, pe PR ran Bre ihe vat ar mene Fert 1 EN. net Lee St SORA wi 5 Doe SOF ON SVR code Bop rhea ay"
WhatsApp Image 2025-12-08 at 18.40.04_d539e653.jpg,13,1,16.0,=
WhatsApp Image 2025-12-08 at 18.40.04_f8542522.jpg,3,1,63.46666666666667,wes roel cATosediondo ed 4 T '
WhatsApp Image 2025-12-08 at 18.40.04_f8542522.jpg,6,1,22.463917525773194,"bs, i iitatcespiacatiac: 1 3 ete Paes . = Flerusog vison fig poe yee and tice aaa ed tie haha k ae Oe i? ont Fone RE armel eae! inca yhplamdudn eae eMac seg tcl ag ay eh . sulin! [aed ie eet ic (3a 3s"
WhatsApp Image 2025-12-08 at 18.40.04_f8542522.jpg,11,1,28.25609756097561,"fiat Mh ax me Fea nice pincers | waa bate ares Ts ree Frentuseg Uesy rea noere Se De Sars POCOR ere sk mse ae fiw! tg en mets at 8 EE tad po sa ete - a a Inde ace hos ans ¥ tot sat nt "" 1 it s Segtesn"
WhatsApp Image 2025-12-08 at 18.40.04_f8542522.jpg,13,1,0.0,-
WhatsApp Image 2025-12-08 at 18.40.05_7d01486c.jpg,3,1,95.0,
WhatsApp Image 2025-12-08 at 18.40.05_7d01486c.jpg,6,1,19.257575757575758,"4 . pcan areprere yee Tee ae Pe ae Pe a RT a urgent tanta ten gto - ous bets Py bat der. nen a bees OEM a “4 _ der, = LOA FO QGOG ORE aM PKA Ne MGR ATY LO 9 cand fete (ee are Cea geno a LTRS reli Medt"
WhatsApp Image 2025-12-08 at 18.40.05_7d01486c.jpg,11,1,26.96511627906977,"ss a tek re cw] rs cesta Oras iy a nH ah Fed cn Bo ng rt. Ba ag Bad becom pera air oa: ae Sone ye Etre ok aay EWR QOE TET At Citween ta ESORLUe: rye Scala, eT ona er [Re] och es ’ an] bl e ""4 . 1 “ts "
WhatsApp Image 2025-12-08 at 18.40.05_7d01486c.jpg,13,1,56.0,=
WhatsApp Image 2025-12-08 at 18.40.06_8b703aba.jpg,3,1,71.44444444444444,Bata ope fay
WhatsApp Image 2025-12-08 at 18.40.06_8b703aba.jpg,6,1,21.50526315789474,"te 1. iitaccerpiacadiics (3 a Om % ee Sa is bal Jes yo a its OO i op a it aE c Ba Date a at anh To Cane og te - "" wed r : Ramen may Soar reg cee ae Fd eae) Te Poe . eee TOA Se Ce ce Mabe TP Pe wate oe"
WhatsApp Image 2025-12-08 at 18.40.06_8b703aba.jpg,11,1,24.56382978723404,"ss a ara ’ VRS rs cesta Oras is ox Sos nor tes nou AO, Pe) ives] avs is als Au Alig Alaa} mal Fed a BAR Os Say rien ieee Eats ‘at iS; ab ai Eon Lert PR ee nog STON Ewe tc AES YO BOCES, ry PREVI ALT ew"
WhatsApp Image 2025-12-08 at 18.40.06_8b703aba.jpg,13,1,18.0,~
WhatsApp Image 2025-12-08 at 18.40.06_8fba8757.jpg,3,1,79.66666666666667,ein me
WhatsApp Image 2025-12-08 at 18.40.06_8fba8757.jpg,6,1,17.928571428571427,"foael Dultnn bed ee Unsa: ha rsfontis 10 speceetuby ces tor 20 pee eatata ome gaa ferro ear eiteeage a PC aS VT gti tiie on ees Eoeteriios (oc y ext byt es oe CT Bota a, bi wR AES. Gor gicrgecee ge Da"
WhatsApp Image 2025-12-08 at 18.40.06_8fba8757.jpg,11,1,28.775,"ee a cw] iy Pare RAED 1 R a RD Bord — Le, a Bord hi a, iss eed atlas at Baied Bae ct oz mrt at fae we ee te Bodied Tag INy uri woes por tO Me af’ wa ni ny ca Pid 2 bs yA 402 ANMERTS. Mn —e we ns ; et "
WhatsApp Image 2025-12-08 at 18.40.06_8fba8757.jpg,13,1,0.0,<i
WhatsApp Image 2025-12-08 at 18.40.06_de55ce34.jpg,3,1,95.0,
WhatsApp Image 2025-12-08 at 18.40.06_de55ce34.jpg,6,1,20.581632653061224,"Pe ae ST avs eat Tiny 6 wy Pet oo BOR Ae wy On aaa fe oe cr cas Sa fig c . sy Cee a, ORES Se act kt Uthat tet lea the tec testi ed tatters or ea Pipetite eat kc ott oma Ue arare ui Peces tenes @re hat"
WhatsApp Image 2025-12-08 at 18.40.06_de55ce34.jpg,11,1,25.74774774774775,"ss a ara ’ VRS rs cesta Oras is ox Sos nor tes PME oe oats a avs way ns sat Au qi ie, isco iyi Fed fo 3.20 poy Aathent en aa Eitotterst ake b Nhesha ie oa pork Bdge hota im a PRC CE atest way) ne athi"
WhatsApp Image 2025-12-08 at 18.40.06_de55ce34.jpg,13,1,15.0,=
WhatsApp Image 2025-12-08 at 18.40.07_518bee13.jpg,3,1,63.6,exer pecsclte
WhatsApp Image 2025-12-08 at 18.40.07_518bee13.jpg,6,1,19.03125,"wea” ky gaat Te ees *, 1. mitatiespiacatiaic: 1 3 cle ital tee be gga § shea ; : fn a aT? hy sl Bae . deo ae "" SER eRe oD fbr wn i) Bande p oe ae ae SuSE ESE EAR IC Rene toa Pie mene inemnettiey : eet"
WhatsApp Image 2025-12-08 at 18.40.07_518bee13.jpg,11,1,27.227272727272727,"ss a rd Efe fare Stirs et, ances 3 igi youactcs ty oe sr, ‘fh Va: icon, cing ice SDAA: SELES: stats! me We oer me as rel lye] ie i La aN fi Fa sod, Ry 4 ia Hil dasa ea Sedat: ¥e, htt pti To Bach, Feit"
WhatsApp Image 2025-12-08 at 18.40.07_518bee13.jpg,13,1,32.0,a
WhatsApp Image 2025-12-08 at 18.40.07_66b9b6eb.jpg,3,1,76.11111111111111,n SUES
WhatsApp Image 2025-12-08 at 18.40.07_66b9b6eb.jpg,6,1,22.912280701754387,"gain ew ar x Tally? segs ge eens ited aes, pe iocpaeittcs rissa ak dine Mabey we 4 et Saas ats WE Soa Sly Ba wae et Bee ere Se SOC See a ry eS er: CERNE MS per IE IC NT midnight aC ads Boe ia ED Senn "
WhatsApp Image 2025-12-08 at 18.40.07_66b9b6eb.jpg,11,1,32.254901960784316,"bere 9 EW EY x Deke Fea nite ai is Bgeariaet sy Ech mag PR. ae Shalt a ta A) ew fund Oy Char ned: Ie wo. tea £2 paoole and this —., - —. sogney | aE o——— ais in HL 4 a uy vi Sa a3 oS eal ae ter oe? ar"
WhatsApp Image 2025-12-08 at 18.40.07_66b9b6eb.jpg,13,1,10.0,-
WhatsApp Image 2025-12-08 at 18.40.07_f2da2d4e.jpg,3,1,95.0,
WhatsApp Image 2025-12-08 at 18.40.07_f2da2d4e.jpg,6,1,20.57377049180328,"sant ous ‘ . eke bi tla i tae AM ANS et ate EAE i IR Se ele PARC Ra IR BE TCG ee cee Ls Par as aa A, nse aGih # a 4 hg i Seede es Useugontaiculte. a Be re One ge a ed eee Pear eee an ee re Pee ae” ius"
